N;City;Route;Trap code;Name GPS;Date of reading;Entidad que realizo la lectura;Epoca cultivo;Red;Black;RedBlack;Pluviometric_day;Humidity;Maximum_temperature;Observaciones;crop stage 
8238;Cerete;CereteSanPelayo;23-162-282;CereteSanPelayo-6;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12793;Valencia;Valeencia;23-855-391;Valeencia-9;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12795;Valencia;Valeencia;23-855-373;Valeencia-11;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12796;Valencia;Valeencia;23-855-374;Valeencia-12;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12798;Valencia;Valeencia;23-855-376;Valeencia-16;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12801;Valencia;Valeencia;23-855-380;Valeencia-20;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12804;Valencia;Valeencia;23-855-383;Valeencia-23;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
8244;Cerete;CereteSanPelayo;23-162-265;CereteSanPelayo-12;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8246;Cerete;CereteSanPelayo;23-686-267;CereteSanPelayo-15;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8249;Cerete;CereteSanPelayo;23-686-270;CereteSanPelayo-18;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12869;Valencia;Valeencia;23-855-379;Valeencia-2;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,525;;;Trampa en buen estado.;establecimiento de cultivo
12872;Valencia;Valeencia;23-855-387;Valeencia-5;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,525;;;Trampa en buen estado.;establecimiento de cultivo
12880;Valencia;Valeencia;23-855-375;Valeencia-14;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,525;;;Trampa en buen estado.;establecimiento de cultivo
12882;Valencia;Valeencia;23-855-377;Valeencia-17;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,525;;;Trampa en buen estado.;establecimiento de cultivo
12883;Valencia;Valeencia;23-855-378;Valeencia-19;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,525;;;Trampa en buen estado.;establecimiento de cultivo
8439;Cerete;CereteSancarlos;23-162-253;CereteSancarlos-24;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;12;208;220;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8418;Cerete;CereteSancarlos;23-162-255;CereteSancarlos-3;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;15;182;197;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8353;Cerete;CereteSanPelayo;23-686-263;CereteSanPelayo-10;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;163;169;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8375;Cerete;CereteSanPelayoChima;23-686-307;CereteSanPelayoChima-9;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;67;71;138;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8423;Cerete;CereteSancarlos;23-162-260;CereteSancarlos-8;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;8;74;82;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
12964;Cotorra;Cotorrra;23-300-328;Cotorrra-5;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
12992;Lorica;Loorica;23-417-355;Loorica-9;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;86,0212766;32,5625;Trampa en buen estado.;establecimiento de cultivo
12995;Lorica;Loorica;23-417-336;Loorica-12;30/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;86,0212766;32,5625;Trampa en buen estado.;establecimiento de cultivo
13016;Valencia;Valeencia;23-855-391;Valeencia-9;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
13017;Valencia;Valeencia;23-855-372;Valeencia-10;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
13018;Valencia;Valeencia;23-855-373;Valeencia-11;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
13024;Valencia;Valeencia;23-855-380;Valeencia-20;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;Maiz
13027;Valencia;Valeencia;23-855-383;Valeencia-23;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;Maiz
8351;Cerete;CereteSanPelayo;23-162-284;CereteSanPelayo-8;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;40;42;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8440;Cerete;CereteSancarlos;23-162-254;CereteSancarlos-25;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;9;33;42;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8400;Cerete;CereteCienaga;23-189-214;CereteCienaga-11;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;33;35;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8437;Cerete;CereteSancarlos;23-678-251;CereteSancarlos-22;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;3;32;35;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8364;Cerete;CereteSanPelayo;23-686-275;CereteSanPelayo-22;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;31;33;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
13109;Lorica;Loorica;23-417-354;Loorica-8;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,286666667;84,8;32,62857143;Trampa en buen estado.;establecimiento de cultivo
13119;Lorica;Loorica;23-300-342;Loorica-19;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,286666667;84,8;32,62857143;Trampa en buen estado.;establecimiento de cultivo
13140;Cotorra;Cotorrra;23-300-308;Cotorrra-1;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;0;1;;;;Trampa en buen estado.;establecimiento de cultivo
13144;Cotorra;Cotorrra;23-300-328;Cotorrra-5;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;0;1;;;;Trampa en buen estado.;establecimiento de cultivo
13146;Cotorra;Cotorrra;23-300-330;Cotorrra-7;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
13149;Cotorra;Cotorrra;23-686-309;Cotorrra-10;15/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
13164;Lorica;Loorica;23-417-351;Loorica-4;29/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;3,706666667;89,48837209;32,15384615;Trampa en buen estado.;establecimiento de cultivo
13184;Lorica;Loorica;23-300-348;Loorica-24;29/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;3,706666667;89,48837209;32,15384615;Trampa en buen estado.;Maiz
13185;Lorica;Loorica;23-300-349;Loorica-25;29/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;3,706666667;89,48837209;32,15384615;Trampa en buen estado.;Maiz
13198;Cotorra;Cotorrra;23-300-312;Cotorrra-13;29/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
13209;Cotorra;Cotorrra;23-300-324;Cotorrra-24;29/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
8432;Cerete;CereteSancarlos;23-678-245;CereteSancarlos-17;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;27;29;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8425;Cerete;CereteSancarlos;23-678-238;CereteSancarlos-10;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;18;23;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8350;Cerete;CereteSanPelayo;23-162-283;CereteSanPelayo-7;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;20;22;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8389;Cerete;CereteSanPelayoChima;23-686-301;CereteSanPelayoChima-25;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;12;10;22;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8370;Cerete;CereteSanPelayoChima;23-162-302;CereteSanPelayoChima-3;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;13;18;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8436;Cerete;CereteSancarlos;23-678-250;CereteSancarlos-21;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;16;18;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
13351;Lorica;Loorica;23-417-352;Loorica-6;13/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;1,333333333;89,6;32,06666667;Trampa en buen estado.;establecimiento de cultivo
13353;Lorica;Loorica;23-417-354;Loorica-8;13/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;1,333333333;89,6;32,06666667;Trampa en buen estado.;establecimiento de cultivo
13361;Lorica;Loorica;23-417-339;Loorica-16;13/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;1,333333333;89,6;32,06666667;Trampa en buen estado.;establecimiento de cultivo
13376;Cotorra;Cotorrra;23-300-329;Cotorrra-6;13/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
13379;Cotorra;Cotorrra;23-300-332;Cotorrra-9;13/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
13389;Cotorra;Cotorrra;23-300-318;Cotorrra-19;13/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;Maiz
13390;Cotorra;Cotorrra;23-686-320;Cotorrra-20;13/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen esatdo.;Maiz
8402;Cerete;CereteCienaga;23-189-216;CereteCienaga-13;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;14;15;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8426;Cerete;CereteSancarlos;23-678-239;CereteSancarlos-11;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;14;14;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8366;Cerete;CereteSanPelayo;23-686-277;CereteSanPelayo-24;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;13;13;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8365;Cerete;CereteSanPelayo;23-686-276;CereteSanPelayo-23;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;11;11;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8357;Cerete;CereteSanPelayo;23-686-267;CereteSanPelayo-15;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;9;9;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8358;Cerete;CereteSanPelayo;23-686-268;CereteSanPelayo-16;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;9;9;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8382;Cerete;CereteSanPelayoChima;23-168-293;CereteSanPelayoChima-18;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;4;5;9;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
13533;Lorica;Loorica;23-417-352;Loorica-6;27/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;11,6;88,9375;32,1125;Trampa en buen estado.;establecimiento de cultivo
13534;Lorica;Loorica;23-417-353;Loorica-7;27/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;11,6;88,9375;32,1125;Trampa en buen estado.;Maiz
13558;Monteria;Monteriia;23-001-368;Monteriia-7;27/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;7,21875;;33,3;Trampa en buen estado.;establecimiento de cultivo
8401;Cerete;CereteCienaga;23-189-215;CereteCienaga-12;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;8;9;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8355;Cerete;CereteSanPelayo;23-162-265;CereteSanPelayo-12;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;8;8;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8367;Cerete;CereteSanPelayo;23-162-278;CereteSanPelayo-25;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;8;8;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8368;Cerete;CereteSanPelayoChima;23-162-286;CereteSanPelayoChima-1;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;7;8;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
30;Cotorra;cotorra;23-300-81;cotorra-6;14/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote sembrado en Maíz.;Maiz
37;Cotorra;cotorra;23-300-88;cotorra-13;14/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote cultivado de Maíz.;Maiz
48;Cotorra;cotorra;23-686-99;cotorra-24;14/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote sembrado en Maíz.;Maiz
8369;Cerete;CereteSanPelayoChima;23-162-295;CereteSanPelayoChima-2;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;8;8;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8349;Cerete;CereteSanPelayo;23-162-282;CereteSanPelayo-6;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;7;7;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8352;Cerete;CereteSanPelayo;23-162-285;CereteSanPelayo-9;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;6;7;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8354;Cerete;CereteSanPelayo;23-686-264;CereteSanPelayo-11;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;7;7;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8406;Cerete;CereteCienaga;23-189-220;CereteCienaga-17;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;5;6;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8428;Cerete;CereteSancarlos;23-678-241;CereteSancarlos-13;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;6;6;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8360;Cerete;CereteSanPelayo;23-686-270;CereteSanPelayo-18;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;5;5;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8412;Cerete;CereteCienaga;23-189-226;CereteCienaga-22;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;5;5;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
76;Lorica;lorica;23-417-102;lorica-2;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
86;Lorica;lorica;23-417-112;lorica-12;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
91;Lorica;lorica;23-182-117;lorica-17;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
93;Lorica;lorica;23-417-119;lorica-19;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
94;Lorica;lorica;23-300-120;lorica-20;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;3,04;80,02857143;33,48;Lote sembrado en Maiz.;Maiz
100;Monteria;monteria;23-001-177;monteria-1;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote cultivado en Maíz.;Maiz
102;Monteria;monteria;23-001-179;monteria-11;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote cultivado de Maíz.;Maiz
104;Monteria;monteria;23-001-181;monteria-13;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote cultivado en Maíz.;Maiz
105;Monteria;monteria;23-001-182;monteria-14;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote cultivado en Maíz.;Maiz
107;Monteria;monteria;23-001-184;monteria-16;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote cultivado en Maíz.;Maiz
110;Monteria;monteria;23-001-188;monteria-2;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote cultivado en Maíz.;Maiz
113;Monteria;monteria;23-001-191;monteria-5;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote sembrado en Maíz.;Maiz
115;Monteria;monteria;23-001-193;monteria-7;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;;;Lote sembrado en Maíz.;Maiz
149;Cienaga de Oro;cienaga;23-189-157;cienaga-7;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;4,793333333;88,6;32,48666667;Lote sembrado en Maíz.;Maiz
163;Cienaga de Oro;cienaga;23-189-171;cienaga-21;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;4,793333333;88,6;32,48666667;Lote sembrado en Maíz.;Maiz
8430;Cerete;CereteSancarlos;23-678-243;CereteSancarlos-15;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;4;5;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
8409;Cerete;CereteCienaga;23-189-224;CereteCienaga-20;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;4;4;3,58;74,09090909;35,08;Trampa en buen Estado.;establecimiento de cultivo
